customer_id,hist_avg_spend,hist_median_spend,hist_tx_count
23781,11.36,11.36,2
23782,63.205,63.205,2
23783,91.08,91.08,1
23784,156.305,156.305,2
23786,91.27666666666669,96.98,3
23787,8.77,8.77,1
23790,110.14,110.14,1
23791,195.16,195.16,1
23793,41.1,41.1,1
23796,104.81,104.81,1
23797,457.11,457.11,1
23798,86.63499999999999,86.63499999999999,2
23799,143.135,143.135,2
23800,49.33,49.33,1
23801,59.315,59.315,2
23802,86.21000000000001,86.21000000000001,2
23803,265.51,265.51,1
23804,86.1,86.1,2
23805,105.24,105.24,1
23806,74.595,74.595,2
23807,18.65,18.65,1
23808,83.46,83.46,1
23810,150.965,150.965,2
23811,88.66,88.66,2
23812,89.47666666666667,81.32,3
23813,79.71000000000001,80.5,4
23815,70.73,70.73,1
23816,149.575,149.575,2
23817,130.96,130.96,2
23818,100.925,100.925,2
23819,264.15999999999997,264.15999999999997,2
23820,16.16,16.16,1
23821,82.104,42.42,5
23823,84.025,84.025,2
23826,55.203333333333326,39.82,3
23827,84.92,84.92,1
23828,151.33,151.33,1
23830,121.06,121.06,2
23832,52.36,52.36,2
23835,198.7,198.7,2
23836,131.44,131.44,1
23837,62.19,62.19,1
23838,16.97,16.97,1
23840,117.58333333333333,111.58,3
23841,13.85,13.85,1
23843,59.99,59.99,1
23844,70.195,36.03,4
23846,63.43,63.43,1
23847,71.8,71.8,1
23848,100.71,100.71,1
23849,80.38,80.38,1
23850,126.43,126.43,2
23852,28.975,28.975,2
23853,134.46,134.46,1
23855,54.51,54.51,1
23856,127.32999999999998,127.32999999999998,2
23857,96.17,96.17,1
23858,58.61,58.61,1
23859,69.62,69.62,1
23860,159.91,159.91,1
23865,95.38,95.38,2
23866,44.36,44.36,2
23867,266.04,266.04,1
23869,76.2,76.2,1
23870,107.25,107.25,1
23871,106.95,106.95,1
23874,36.96,36.96,1
23875,101.30666666666666,96.82,3
23879,48.425,48.425,2
23880,55.375,55.375,2
23881,5.01,5.01,1
23882,50.06,50.06,1
23883,145.0,145.0,1
23884,69.73,69.73,1
23887,297.8,297.8,1
23888,67.67,67.67,1
23891,31.2,31.2,1
23892,77.11,77.11,1
23893,118.65,118.65,1
23894,141.52,141.52,1
23895,152.85,152.85,2
23897,81.87,81.87,1
23898,47.16,47.16,2
23901,74.87,74.87,1
23902,90.475,90.475,2
23903,157.355,157.355,2
23904,86.36,86.36,1
23905,31.84,31.84,1
23907,52.705,52.705,2
23908,185.44,185.44,1
23909,35.2,35.2,1
23913,15.81,15.81,1
23914,47.230000000000004,47.230000000000004,2
23916,54.378,38.71,5
23917,117.3,117.3,1
23918,124.28,124.28,1
23920,46.71,46.71,1
23922,15.96,15.96,1
23925,61.5,61.5,2
23926,48.21,48.21,2
23928,6.14,6.14,1
23929,100.21,100.21,1
23933,106.91,106.91,1
23934,104.55,88.29,3
23936,167.24,99.545,4
23938,102.8,102.8,1
23941,53.09,53.09,2
23944,138.9,140.44,3
23945,95.33,95.33,1
23946,103.48666666666666,81.12,3
23947,197.85,197.85,1
23949,109.33,109.33,1
23950,86.41,86.41,1
23951,34.84,34.84,1
23954,84.18,84.18,1
23957,18.39,18.39,1
23959,174.725,174.725,2
23960,241.78,241.78,1
23961,37.58,37.58,1
23962,23.95,23.95,2
23963,55.96,55.96,1
23964,145.47,145.47,1
23965,31.42,31.42,1
23966,102.5,102.5,1
23967,95.93,95.93,1
23970,72.79,72.79,1
23972,91.07,91.07,1
23976,26.49,26.49,1
23977,123.17,123.17,1
23978,171.26666666666665,195.68,3
23982,286.74,286.74,1
23983,61.445,61.445,2
23984,61.26,61.26,1
23985,52.03999999999999,51.23,3
23991,98.65,98.65,1
23992,115.315,115.315,2
23994,41.7,41.7,1
23996,183.76,183.76,2
23998,230.17,230.17,1
23999,22.35,22.35,1
24000,42.239999999999995,42.239999999999995,2
24001,104.92,104.92,1
24002,141.555,141.555,2
24005,27.48,27.48,1
24006,133.41,133.41,1
24007,69.39,69.39,1
24010,124.94,124.94,1
24012,104.77000000000001,104.77000000000001,2
24013,28.814999999999998,28.814999999999998,2
24016,38.63,38.63,1
24017,41.82,41.82,1
24018,110.08,110.08,1
24020,28.790000000000003,28.790000000000003,2
24021,57.1,57.1,1
24023,100.74,100.74,1
24028,170.37,170.37,1
24031,87.05499999999999,87.05499999999999,2
24032,46.86,46.86,1
24033,45.83,45.83,1
24034,70.84,70.84,1
24036,138.81,138.81,2
24037,44.965,44.965,2
24038,18.65,18.65,1
24040,279.72,279.72,1
24041,65.81,65.81,1
24043,83.54666666666667,43.86,3
24044,97.04,97.04,1
24045,244.8,244.8,1
24046,19.54,19.54,1
24049,55.68,55.68,1
24051,32.73,32.73,1
24053,99.755,99.755,2
24054,254.66,254.66,1
24061,41.11,41.11,1
24062,171.14,171.14,1
24064,115.70333333333333,120.73,3
24066,10.74,10.74,1
24067,118.565,118.565,2
24068,86.25,86.25,1
24069,41.81,41.81,2
24071,67.74,67.74,1
24072,119.31,119.31,1
24076,53.28,53.28,1
24077,78.71666666666667,31.69,3
24079,11.26,11.26,1
24080,83.49,83.49,2
24081,149.08666666666667,146.29,3
24083,109.29333333333334,106.34,3
24084,54.51,54.51,1
24085,23.535,23.535,2
24087,158.925,158.925,2
24088,91.28999999999999,83.68,4
24089,18.37,18.37,2
24090,65.55,65.55,1
24091,58.845,58.845,2
24092,71.72333333333334,72.8,3
24094,138.89,138.89,2
24095,198.46,198.46,2
24097,85.11,85.11,1
24098,99.37,99.37,1
24099,107.765,107.765,2
24100,45.51,45.925,4
24101,77.63,77.63,1
24102,237.95999999999998,237.95999999999998,2
24103,40.81,40.81,1
24104,82.85,82.85,1
24105,206.42,206.42,1
24106,172.8,172.8,1
24107,13.56,13.56,1
24109,25.5,25.5,1
24110,81.59,81.59,2
24112,130.14,130.14,2
24114,40.795,40.795,2
24115,46.5,46.5,1
24117,122.44,122.44,2
24120,50.96,50.96,1
24121,184.06,184.06,1
24122,63.21,63.21,2
24124,70.715,70.715,2
24125,191.04999999999998,153.25,3
24127,42.19,42.19,1
24128,63.44,63.44,1
24130,61.769999999999996,61.769999999999996,2
24136,58.36,58.36,1
24137,34.31,34.31,1
24138,12.2,12.2,1
24139,44.3,44.3,1
24141,73.66,73.66,1
24142,18.26,18.26,1
24146,72.435,72.435,2
24147,38.535,38.535,2
24148,31.78,31.78,1
24150,33.52,33.52,1
24153,91.38,91.38,1
24154,245.7,245.7,1
24158,414.17999999999995,414.17999999999995,2
24162,171.71333333333334,150.6,3
24163,85.15,85.15,2
24164,485.04,485.04,1
24166,51.425,51.425,2
24168,691.22,691.22,1
24169,43.2,43.2,1
24170,75.55,75.55,1
24173,46.89,46.89,1
24174,31.57,31.57,1
24176,51.09,51.09,2
24177,48.76,34.99,3
24181,88.93,88.93,1
24183,18.86,18.86,1
24184,74.16333333333334,70.26,3
24185,41.19,41.19,1
24187,78.27,78.27,1
24188,113.26,113.26,1
24189,185.02,185.02,1
24190,139.54,139.54,2
24191,167.14,167.14,1
24192,81.46,81.46,1
24196,138.6,138.6,1
24197,74.88,74.88,1
24198,71.4,71.4,1
24199,329.37,116.38,3
24201,27.23,27.23,1
24202,83.595,83.595,2
24203,51.086666666666666,66.76,3
24205,63.74,63.74,1
24209,64.94,55.905,4
24212,30.044999999999998,30.044999999999998,2
24216,39.08,39.08,1
24218,50.44,50.44,1
24219,145.98,145.98,2
24222,49.735,49.735,2
24226,59.75,59.75,2
24227,29.26,29.26,1
24228,97.675,97.675,2
24231,15.07,15.07,1
24232,39.79,39.79,2
24236,136.54500000000002,136.54500000000002,2
24238,167.2,167.2,1
24239,60.06,60.06,1
24242,124.98500000000001,124.98500000000001,2
24245,88.02,88.02,2
24248,37.105000000000004,37.105000000000004,2
24249,116.05749999999999,119.95499999999998,4
24250,83.86000000000001,83.86000000000001,2
24251,66.24,66.24,1
24252,123.39666666666666,55.24,3
24253,58.26,58.26,1
24254,104.885,93.39,4
24255,42.51,42.51,2
24256,142.74,142.74,1
24262,20.88,20.88,1
24263,62.564,65.57,5
24264,63.574,69.02,5
24265,185.51,185.51,1
24266,77.515,77.515,2
24267,88.35,88.35,1
24268,159.84,159.84,1
24269,62.58,62.58,1
24272,122.52,122.52,1
24273,91.28,91.28,1
24275,56.56,56.56,2
24278,58.78,58.78,1
24279,69.31,69.31,1
24281,26.83,33.12,3
24284,126.905,126.905,2
24285,60.86,60.86,1
24286,76.66,76.66,1
24288,101.31,101.31,1
24289,83.33,83.33,1
24291,262.95,262.95,2
24292,21.02,21.02,1
24293,16.84,16.84,1
24295,15.33,15.33,1
24296,19.16,19.16,1
24300,55.48,55.48,2
24304,83.125,83.125,2
24305,132.51,132.51,1
24306,18.65,18.65,1
24309,48.44,48.44,1
24310,23.45,23.45,1
24312,15.39,15.39,2
24313,525.99,525.99,2
24314,218.57,218.57,1
24316,147.68,147.68,1
24317,11.66,11.66,1
24318,50.9,50.9,1
24319,47.03,47.03,1
24320,27.33,27.33,1
24321,43.63,43.63,1
24322,62.69,62.69,1
24323,64.51,64.51,1
24324,74.93,74.93,1
24325,109.815,109.815,2
24326,103.48,103.48,1
24327,87.13,87.13,1
24328,9.71,9.71,1
24329,25.27,25.27,1
24334,180.34,180.34,1
24339,81.9575,79.72,4
24340,95.09,95.09,1
24341,129.36,129.36,1
24342,63.915,63.915,2
24344,37.47,37.47,2
24347,61.17,61.17,1
24348,40.83,40.83,1
24349,99.12,99.12,1
24350,93.66,93.66,1
24351,64.47,64.47,2
24354,38.365,38.365,2
24355,113.85,113.85,2
24356,137.71,137.71,1
24359,20.59,20.59,1
24360,86.55333333333333,50.23,3
24362,61.36,61.36,1
24363,132.4,132.4,1
24364,227.29,227.29,1
24366,14.9,14.9,1
24367,151.55,151.55,1
24370,112.11,109.06,3
24371,96.99,96.99,1
24373,83.16,83.16,1
24374,110.465,110.465,2
24377,53.43,53.43,2
24378,120.73,120.73,1
24379,79.07,79.07,2
24380,83.50666666666667,112.03,3
24382,113.15,113.15,1
24384,68.56,68.56,1
24385,41.18,41.18,2
24386,87.59333333333332,72.46,3
24387,77.05,77.05,1
24388,61.98,61.98,1
24389,78.58,78.58,1
24390,66.5325,67.955,4
24392,124.34,124.34,1
24393,20.75,20.75,1
24394,108.6,108.6,1
24395,21.32,21.32,1
24398,6.86,6.86,1
24399,107.45499999999998,107.45499999999998,2
24402,89.815,89.815,2
24404,14.09,14.09,1
24406,51.1,51.1,1
24409,109.59,109.59,1
24410,456.48,456.48,1
24411,30.44,30.44,1
24412,168.36,168.36,1
24415,20.95,20.95,1
24419,61.56,61.56,1
24420,27.34,27.34,1
24421,164.79,164.79,1
24422,174.27,174.27,1
24424,174.74,174.74,1
24425,40.905,40.905,2
24428,97.57,97.57,1
24429,66.08,66.08,1
24430,100.64,100.64,1
24431,158.45499999999998,121.33500000000001,4
24435,21.38,21.38,2
24436,39.73,39.73,1
24437,128.57,128.57,1
24438,48.14,48.14,1
24439,131.22,131.22,2
24440,117.3,117.3,1
24443,50.97,50.97,1
24444,89.8,87.85,3
24445,96.22,96.22,1
24446,62.14,62.14,1
24447,454.26,454.26,1
24449,241.64,241.64,1
24450,187.38,187.38,2
24451,31.9,31.9,2
24453,142.81,142.81,1
24454,10.64,10.64,1
24455,11.31,11.31,1
24457,111.85,111.85,1
24458,88.515,88.515,2
24462,33.0,33.0,1
24464,80.77,80.77,1
24465,140.73,140.73,1
24466,59.35,59.35,1
24470,215.9,215.9,1
24472,142.985,142.985,2
24473,8.02,8.02,1
24474,178.66,178.66,1
24476,71.00333333333333,57.18,3
24479,52.91,52.91,1
24480,87.96,87.96,1
24482,261.765,261.765,2
24483,48.87,48.87,1
24486,360.09000000000003,360.09000000000003,2
24487,12.2,12.2,1
24490,115.72,115.72,1
24493,92.77,92.77,1
24494,168.93,168.93,1
24495,38.77,38.77,1
24496,50.03,50.03,1
24497,57.645,57.645,2
24498,34.22,34.22,1
24502,46.32,46.32,1
24506,284.1,284.1,1
24507,86.85,86.85,1
24508,53.2,53.2,1
24509,22.24,22.24,1
24510,65.91499999999999,65.91499999999999,2
24513,724.46,724.46,1
24516,38.9,38.9,2
24517,55.09,55.09,2
24518,156.72666666666666,57.08,3
24519,152.66,152.66,1
24522,115.075,115.075,2
24524,178.54,178.54,1
24525,77.32,77.32,1
24526,77.54,77.54,1
24529,162.52,162.52,1
24531,197.875,197.875,2
24532,39.11,39.11,1
24533,25.91,25.91,1
24534,88.8,88.8,1
24535,113.75666666666666,134.8,3
24537,85.88,85.88,1
24538,58.18,58.18,2
24539,108.41666666666667,104.64,3
24540,50.68,50.68,1
24541,116.575,116.575,2
24542,38.955,38.955,2
24543,90.12,90.12,2
24544,50.63,50.63,1
24545,71.36,71.36,2
24546,219.12,219.12,1
24547,165.18,165.18,1
24549,101.6,101.6,2
24550,88.445,88.445,2
24551,137.37,137.37,2
24552,108.465,108.465,2
24553,279.87,279.87,1
24554,14.03,14.03,1
24555,103.00999999999999,103.00999999999999,2
24556,72.32,72.32,1
24559,100.595,100.595,2
24560,86.09,86.09,1
24561,56.839999999999996,56.839999999999996,2
24562,52.42,52.42,1
24563,90.3,90.3,1
24564,182.79999999999998,182.79999999999998,2
24565,80.5,80.5,1
24568,178.35,178.35,1
24569,156.44,156.44,1
24570,32.46,32.46,1
24572,32.84,32.84,1
24576,201.165,201.165,2
24577,132.4,132.4,1
24578,149.58499999999998,149.58499999999998,2
24579,59.345,59.345,2
24580,84.16499999999999,84.16499999999999,2
24581,69.24333333333333,74.49,3
24584,121.79,121.79,1
24585,188.515,188.515,2
24588,109.64,109.64,1
24589,35.629999999999995,35.629999999999995,2
24595,175.0,175.0,1
24596,58.156666666666666,55.06,3
24597,53.99,53.99,1
24598,115.80000000000001,115.80000000000001,2
24599,47.12,47.12,1
24600,196.95,196.95,1
24602,31.35,31.35,2
24603,65.46,65.46,1
24605,26.45,26.45,2
24606,65.76,65.76,1
24608,30.0,30.0,1
24609,33.26,33.26,1
24610,56.6,56.6,1
24612,80.57,80.57,1
24614,41.65,41.65,1
24615,262.77,262.77,1
24617,74.32,74.32,2
24618,169.8033333333333,63.33,3
24620,196.485,196.485,2
24621,56.75,56.75,1
24622,97.23,97.23,1
24624,87.12,87.12,1
24625,53.33,53.33,1
24626,44.86,44.86,2
24627,29.14,20.9,3
24628,155.32999999999998,155.32999999999998,2
24629,113.08,113.08,1
24631,31.52,31.52,1
24632,120.73,120.73,1
24634,21.42,21.42,2
24635,19.69,19.69,1
24636,50.68,50.68,1
24637,217.17,217.17,1
24638,155.22,155.22,1
24639,88.44,88.44,1
24641,216.54500000000002,216.54500000000002,2
24643,121.47,121.47,1
24644,60.723333333333336,48.69,3
24645,139.92,139.92,1
24648,50.61,50.61,2
24649,76.295,76.295,2
24650,43.2,43.2,1
24652,98.01,98.01,1
24653,48.63,48.63,1
24655,116.58,116.58,1
24656,133.59,133.59,1
24657,20.205,20.205,2
24659,119.87,119.87,2
24660,110.99499999999999,110.99499999999999,2
24663,25.32,25.32,2
24666,39.68,39.68,1
24667,81.9,81.9,1
24670,90.59,90.59,1
24671,173.17,173.17,1
24674,108.55,108.55,2
24676,103.52,103.52,1
24677,19.18,19.18,1
24682,77.97,77.97,1
24683,54.75,54.75,1
24686,94.66,94.66,1
24690,111.76333333333332,40.18,3
24696,54.43,54.43,1
24698,74.12,74.12,1
24699,12.72,12.72,1
24700,62.29,62.29,1
24703,14.43,14.43,1
24704,14.39,14.39,1
24706,8.53,8.53,1
24707,98.52,98.52,1
24708,40.08,40.08,2
24709,48.8,48.8,2
24710,34.5,36.06,3
24711,25.68,25.68,1
24712,243.34,243.34,1
24716,19.97,19.97,1
24717,97.97,97.97,1
24718,101.85,101.85,2
24719,47.17,47.17,1
24720,31.91,31.91,1
24721,19.44,19.44,1
24722,157.3,157.3,1
24723,181.29,181.29,1
24724,68.98,68.98,1
24726,192.2,192.2,1
24727,130.745,130.745,2
24729,98.35499999999999,98.35499999999999,2
24732,386.7,386.7,1
24733,66.945,66.945,2
24734,21.235,21.235,2
24735,43.64,43.64,1
24736,143.6,143.6,1
24739,21.69,21.69,1
24740,288.755,288.755,2
24742,230.565,230.565,2
24743,91.425,91.425,2
24745,83.05,83.78,3
24746,257.4633333333333,233.6,3
24748,19.69,19.69,1
24749,66.07,66.07,1
24750,92.46,92.46,1
24751,137.7175,141.02,4
24752,49.8,49.8,1
24755,168.82,168.82,1
24757,218.08,218.08,1
24758,98.84,98.84,1
24759,132.8,70.17,4
24760,89.64,89.64,1
24761,380.22,380.22,1
24764,18.1,18.1,1
24767,62.322500000000005,43.290000000000006,4
24768,48.1,48.1,1
24769,22.955,22.955,2
24772,69.30499999999999,69.30499999999999,2
24774,763.02,763.02,1
24775,97.97,97.97,1
24779,31.815,31.815,2
24780,148.63,148.63,1
24782,78.87,78.87,1
24783,92.7,92.7,1
24784,169.84,169.84,1
24785,78.19,78.19,1
24786,78.3,78.3,2
24787,37.83,37.83,1
24788,32.145,32.145,2
24789,72.63,72.63,1
24794,137.78666666666666,77.71,3
24795,8.9,8.9,1
24798,99.27,99.27,1
24801,98.19999999999999,97.64,3
24802,53.474999999999994,53.474999999999994,2
24804,21.47,21.47,1
24807,17.87,17.87,1
24810,81.20666666666666,76.26,3
24811,51.33,51.33,2
24812,119.87,143.6,3
24813,63.24,63.24,1
24814,19.0,19.0,1
24815,38.77,38.77,1
24816,196.26,196.26,1
24820,94.9,94.9,1
24821,40.06,40.06,1
24825,505.9,505.9,1
24826,100.25,100.25,2
24827,107.38499999999999,107.38499999999999,2
24828,60.28,60.28,2
24830,92.84,92.84,1
24832,89.605,89.605,2
24833,25.15,25.15,1
24834,150.004,42.41,5
24835,61.755,61.755,2
24837,53.18,53.18,2
24838,55.9,55.9,1
24839,119.1,119.1,1
24841,134.33,134.33,1
24842,112.35333333333334,101.36,3
24843,41.13,41.13,1
24845,64.89999999999999,64.89999999999999,2
24846,193.0,193.0,2
24847,69.52,69.52,2
24848,81.04333333333334,103.2,3
24850,226.45000000000002,130.49,3
24851,20.82,20.82,1
24852,58.21,58.21,1
24855,139.69,139.69,1
24857,16.44,16.44,1
24859,54.2,54.2,1
24861,77.9525,51.34,4
24865,85.91,85.91,1
24866,83.05,83.05,2
24868,276.1,276.1,1
24872,84.86500000000001,84.86500000000001,2
24876,45.5,45.5,1
24878,28.74,28.74,1
24879,99.05333333333333,100.34,3
24886,75.44,75.44,1
24887,72.86,72.86,1
24888,311.37,311.37,1
24889,187.2,187.2,1
24890,12.2,12.2,1
24896,131.9,131.9,1
24897,18.72,18.72,1
24898,52.56,52.56,1
24900,17.8,17.8,1
24903,195.755,195.755,2
24904,63.385000000000005,63.385000000000005,2
24905,121.16,121.16,2
24908,44.125,44.125,2
24910,8.58,8.58,1
24915,25.06,25.06,1
24917,70.88,84.11,3
24918,65.84,65.84,1
24919,186.89499999999998,186.89499999999998,2
24920,101.62,101.62,1
24922,25.9,25.9,1
24923,11.7,11.7,1
24924,24.86,24.86,1
24925,16.88,16.88,1
24926,90.14333333333333,62.62,3
24927,55.17,55.17,1
24928,30.51,30.51,1
24929,102.83,102.83,1
24932,295.105,295.105,2
24933,94.34,94.34,2
24937,102.83,102.83,1
24938,14.83,14.83,1
24939,22.72,22.72,1
24940,45.09,45.09,1
24941,14.05,14.05,1
24942,96.16,96.16,1
24943,277.41,277.41,1
24944,24.035,24.035,2
24945,174.65,174.65,1
24946,30.65,30.65,1
24947,8.37,8.37,1
24948,54.14,54.14,1
24953,63.24,63.24,1
24955,226.97,226.97,1
24961,5.62,5.62,1
24964,43.05500000000001,43.05500000000001,2
24966,98.59,69.02000000000001,4
24967,171.345,171.345,2
24968,134.13,134.13,2
24969,95.29,95.29,1
24970,352.89,352.89,1
24971,76.28666666666668,61.56,3
24972,112.21999999999998,37.94,3
24976,99.0,99.0,1
24977,165.18,165.18,1
24979,75.555,75.555,2
24980,112.71666666666668,59.81,3
24981,91.06666666666666,83.39,3
24982,49.55,49.55,2
24989,77.05,77.05,1
24991,57.21,57.21,1
24993,16.37,16.37,1
24994,56.22,56.22,1
24996,58.515,58.515,2
24997,245.86,245.86,1
24998,73.63,73.63,2
25000,69.935,69.935,2
25003,322.28,322.28,1
25004,83.41499999999999,80.48,4
25006,33.355,33.355,2
25008,72.555,72.555,2
25009,30.93,30.93,1
25013,525.32,525.32,1
25014,145.175,145.175,2
25015,46.004999999999995,46.004999999999995,2
25017,83.02,83.02,1
25020,93.16499999999999,93.16499999999999,2
25021,59.65,59.65,1
25022,33.903333333333336,30.44,3
25023,114.845,114.845,2
25024,90.855,90.855,2
25026,83.33666666666666,100.93,3
25028,13.42,13.42,1
25029,34.2,34.2,1
25030,143.26,143.26,1
25032,164.62,183.43,3
25033,25.5,25.5,1
25035,120.18,120.18,1
25037,63.19,63.19,1
25040,165.325,165.325,2
25042,47.48,47.48,1
25045,377.64,377.64,1
25047,56.55,56.55,1
25049,34.12,34.12,1
25051,279.87,279.87,1
25052,334.26,334.26,1
25053,117.03,117.03,1
25056,66.89,66.89,2
25058,32.83,32.83,2
25060,82.85,82.85,1
25061,77.655,77.655,2
25063,25.63,25.63,2
25064,35.72,35.72,2
25070,9.26,9.26,1
25072,17.87,17.87,1
25074,47.27,47.27,1
25079,106.6,106.6,2
25081,49.935,49.935,2
25082,44.945,44.945,2
25083,21.02,21.02,1
25088,122.39,122.39,2
25089,152.17,148.83,3
25091,116.58,116.58,1
25093,195.085,195.085,2
25095,132.4,132.4,1
25100,236.195,236.195,2
25102,71.95,71.95,1
25105,85.26,85.26,1
25106,41.29,41.29,1
25107,209.19,209.19,1
25108,78.58,78.58,1
25109,20.3,20.3,1
25110,19.97,19.97,1
25111,63.845,63.845,2
25112,108.56,108.56,1
25113,36.35,36.35,1
25114,41.77,41.77,1
25117,136.89600000000002,152.97,5
25119,91.4,91.4,1
25122,293.73,293.73,2
25124,60.39,60.39,1
25126,135.94,135.94,1
25128,57.05,57.05,1
25129,73.00333333333333,70.77,3
25131,29.62,21.625,4
25132,96.37,96.37,1
25134,7.89,7.89,1
25136,300.93,300.93,1
25137,175.56,175.56,1
25139,89.01666666666667,88.17,3
25140,159.26999999999998,159.26999999999998,2
25141,97.5,97.5,1
25142,240.06,240.06,1
25143,46.18,46.18,2
25144,75.8,75.8,1
25146,16.225,16.225,2
25147,50.625,50.625,2
25148,63.64333333333334,45.28,3
25149,132.885,134.82500000000002,4
25153,162.15333333333334,97.71,3
25154,229.84,229.84,1
25157,97.38,97.38,1
25158,36.515,36.515,2
25159,55.2,55.2,1
25160,124.50500000000001,124.50500000000001,2
25161,208.995,208.995,2
25162,41.65,41.65,1
25163,158.14,158.14,1
25165,64.06,64.06,1
25166,18.23,18.23,1
25167,100.80499999999999,100.80499999999999,2
25168,40.845,40.845,2
25169,88.10666666666667,62.01,3
25170,45.14,45.14,1
25171,113.24,113.24,1
25172,108.02,108.02,1
25175,123.63,123.63,2
25176,45.653333333333336,41.34,3
25177,92.39,92.39,1
25178,23.84,23.84,1
25179,119.11,119.11,1
25180,91.38,91.38,2
25182,15.42,15.42,1
25184,150.72,150.72,1
25186,195.74,195.74,1
25189,88.68,88.68,1
25190,8.86,8.86,1
25191,20.88,20.88,1
25192,121.38,121.38,1
25193,202.57,202.57,2
25194,461.51,461.51,1
25197,112.72,112.72,1
25198,60.144999999999996,60.144999999999996,2
25199,43.81,43.81,2
25200,8.83,8.83,1
25201,90.88,90.88,1
25202,51.712500000000006,50.74,4
25204,172.13,172.13,1
25205,69.67999999999999,69.67999999999999,2
25208,120.225,120.225,2
25210,82.39,91.46,3
25211,70.34,70.34,1
25212,129.585,129.585,2
25213,172.72,172.72,1
25214,83.07,83.07,1
25215,235.445,235.445,2
25216,42.76,42.76,1
25217,98.04,98.04,1
25218,297.765,297.765,2
25219,97.74,97.74,1
25221,19.04,19.04,1
25222,124.61,124.61,2
25223,41.07,41.07,1
25224,21.775,21.775,2
25225,65.64,65.64,1
25226,63.235,63.235,2
25228,17.14,17.14,1
25229,75.44666666666667,50.94,3
25231,96.42,96.42,2
25232,92.03500000000001,92.03500000000001,2
25234,77.29,77.29,1
25236,231.22,231.22,1
25237,155.61666666666667,140.86,3
25238,56.695,56.695,2
25239,53.1,53.1,1
25240,453.69,453.69,1
25241,68.46333333333332,81.11,3
25242,77.41333333333334,65.26,3
25245,304.72,304.72,1
25246,18.71,18.71,1
25247,19.62,19.62,1
25248,33.1,33.1,1
25249,79.95333333333333,95.91,3
25251,59.56,59.56,1
25252,473.84,473.84,1
25253,21.52,21.52,1
25255,54.05,54.05,1
25256,95.85,95.85,1
25258,50.36,50.36,1
25262,194.95999999999998,194.95999999999998,2
25263,108.87,108.87,1
25264,40.04,40.04,1
25265,53.46,53.46,1
25266,76.15666666666668,77.43,3
25268,44.4,44.4,1
25269,391.95,391.95,1
25270,84.0,84.0,1
25271,92.625,92.625,2
25273,158.15666666666667,63.77,3
25276,194.28,194.28,2
25277,41.795,41.795,2
25279,65.89,65.89,2
25280,84.535,84.535,2
25281,64.08500000000001,64.08500000000001,2
25283,69.39,69.39,1
25285,88.48,88.48,1
25286,7.76,7.76,1
25287,50.06,50.06,1
25288,100.06,100.06,1
25289,31.28,31.28,2
25292,230.17,230.17,1
25293,54.989999999999995,54.989999999999995,2
25295,179.99,179.99,1
25296,208.94,208.94,1
25297,22.68,22.68,1
25298,112.91,112.91,1
25301,118.66333333333334,38.3,3
25302,46.86,46.86,1
25306,41.155,41.155,2
25307,40.730000000000004,40.730000000000004,2
25308,111.0325,100.85,4
25309,41.69,41.69,2
25310,67.41,67.41,1
25311,14.57,14.57,1
25313,90.18499999999999,90.18499999999999,2
25314,53.49,53.49,2
25315,98.75,98.75,1
25316,67.865,67.865,2
25317,139.49,139.49,2
25322,154.54,154.54,1
25325,31.075,31.075,2
25328,86.82333333333334,39.58,3
25330,98.535,98.535,2
25331,83.59,83.59,1
25332,115.725,115.725,2
25333,6.83,6.83,1
25334,6.68,6.68,1
25337,865.35,865.35,1
25340,15.22,15.22,1
25341,143.42,143.42,1
25343,155.36666666666667,102.94,3
25345,223.03000000000003,223.03000000000003,2
25346,55.48,55.48,1
25348,172.18,172.18,1
25349,77.98,77.98,2
25350,79.12,62.55,3
25352,44.9,44.9,2
25356,157.28,157.28,1
25358,60.09,60.09,1
25361,76.66,76.66,1
25362,66.40333333333332,87.97,3
25365,69.85,69.85,1
25367,71.61,71.61,1
25373,129.74,129.74,1
25374,126.81,126.81,1
25377,94.32,94.32,1
25378,144.75,144.75,1
25381,39.31,39.31,1
25383,72.085,72.085,2
25384,79.24,79.24,1
25386,97.245,97.245,2
25387,59.8625,70.775,4
25388,37.5175,25.845,4
25389,91.18,91.18,2
25390,69.87,69.87,1
25391,74.95,74.95,2
25393,86.52,86.52,1
25394,331.84,331.84,1
25395,41.31,41.31,1
25396,71.66,71.66,1
25398,167.275,167.275,2
25399,12.25,12.25,1
25403,47.94,47.94,1
25404,102.83,102.83,1
25405,157.43,157.43,2
25406,58.01666666666667,50.96,3
25407,90.46,73.85,3
25409,8.37,8.37,1
25413,137.97,137.97,1
25415,87.61,87.61,1
25417,125.9,125.9,1
25419,92.08,92.08,1
25420,83.94,83.94,2
25421,11.35,11.35,1
25422,12.45,12.45,1
25424,50.845,50.845,2
25426,123.96,123.96,2
25430,45.88,45.88,1
25432,74.15,74.15,1
25433,91.75,91.75,2
25434,138.64,138.64,1
25435,17.54,17.54,2
25437,126.93,126.93,1
25438,29.85,29.85,1
25439,72.31,72.31,1
25440,10.36,10.36,1
25441,48.32,48.32,2
25442,36.97,44.26,3
25448,116.49499999999999,116.49499999999999,2
25449,58.81,70.48,3
25450,230.04,230.04,1
25452,18.04,18.04,1
25453,72.045,72.045,2
